username,tweet,label,likes,retweets,device,location,timestamp
user_4784,It is raining outside,neutral,1475,398,MacOS,Singapore,13-06-2022 08:16
user_1363,I disliked this a lot,negative,1690,277,iPhone,Singapore,26-05-2022 20:41
user_2978,Scrolling through my phone,neutral,605,263,Android,UK,12-08-2022 16:24
user_4871,Just sitting here,neutral,1416,324,Web App,UK,22-09-2022 21:43
user_8890,Absolutely fantastic,positive,1083,381,Windows,Australia,11-11-2023 18:40
user_5581,I love this,positive,668,423,Web App,Canada,05-07-2022 16:37
user_7044,Feeling sad today,negative,148,420,Android,India,15-06-2022 18:54
user_2201,Feeling happy today,positive,452,130,Windows,Singapore,15-05-2022 11:22
user_7135,I enjoyed this a lot,positive,1519,110,Web App,UK,30-03-2022 04:27
user_6845,I am going to work,neutral,1390,267,Windows,USA,14-03-2023 20:44
user_1461,What a wonderful moment,positive,466,313,Windows,Canada,22-02-2022 06:56
user_5166,This made my day,positive,1497,317,Windows,India,03-12-2022 09:33
user_2202,Never recommended,negative,680,247,MacOS,Germany,05-12-2022 13:44
user_3920,Feeling happy today,positive,1570,164,MacOS,Canada,02-03-2022 09:12
user_7727,I am going to work,neutral,1484,213,Windows,Singapore,25-03-2023 15:07
user_7748,I am going to work,neutral,1269,152,iPhone,Australia,17-06-2023 05:04
user_9568,It is raining outside,neutral,763,135,MacOS,Canada,25-01-2022 06:16
user_2509,Absolutely fantastic,positive,164,367,MacOS,India,06-11-2022 10:08
user_5867,This made my day,positive,465,325,Windows,Australia,19-01-2023 02:16
user_9596,Absolutely fantastic,positive,1829,284,Android,Germany,27-01-2023 17:36
user_6717,Super excited,positive,673,17,Web App,Australia,04-12-2022 17:15
user_6828,What a wonderful moment,positive,394,303,Web App,Australia,16-01-2023 06:14
user_1723,This is a normal day,neutral,659,363,Web App,Canada,10-04-2022 03:10
user_9526,It is raining outside,neutral,1906,7,MacOS,UAE,05-11-2023 13:53
user_4730,I ate breakfast,neutral,144,270,iPhone,UK,31-10-2022 17:47
user_2291,I enjoyed this a lot,positive,176,441,Android,Australia,18-01-2022 18:16
user_9526,This made my day,positive,873,3,MacOS,USA,07-10-2022 17:05
user_1735,Feeling happy today,positive,1932,325,Android,Australia,10-11-2023 05:42
user_4183,This is bad,negative,24,206,Web App,Germany,15-11-2023 16:07
user_3137,I love this,positive,902,108,iPhone,UK,10-10-2023 17:52
user_7122,I hate this,negative,1507,345,Android,India,24-10-2022 21:32
user_8589,This made my day,positive,1908,227,Windows,USA,19-05-2022 14:07
user_3530,Not happy at all,negative,646,397,MacOS,USA,02-08-2022 00:54
user_2421,This is bad,negative,772,320,Web App,UAE,04-03-2023 22:52
user_7205,I love this,positive,964,193,Windows,UK,30-08-2023 04:24
user_8548,This made my day,positive,598,47,Web App,UK,20-04-2023 01:06
user_3066,Amazing experience,positive,1256,339,Android,Canada,16-12-2022 06:35
user_7383,I hate this,negative,1169,150,Android,Canada,25-09-2022 22:59
user_2232,Scrolling through my phone,neutral,761,84,iPhone,USA,22-08-2022 04:05
user_6415,Amazing experience,positive,1961,106,Windows,UK,03-08-2023 16:06
user_6425,Feeling happy today,positive,360,325,Web App,UAE,12-10-2023 18:28
user_6168,Feeling sad today,negative,1982,86,iPhone,Singapore,08-09-2023 04:59
user_1883,Highly recommended,positive,524,150,Web App,Australia,13-03-2023 02:23
user_6118,I am reading a book,neutral,1640,151,Web App,USA,05-10-2022 10:40
user_5418,Not happy at all,negative,1751,117,MacOS,UAE,23-06-2022 06:03
user_3417,This is bad,negative,1177,381,Windows,UK,19-05-2023 21:28
user_7403,Never recommended,negative,1826,425,Android,UK,20-06-2023 15:10
user_3465,It is raining outside,neutral,387,61,MacOS,Germany,16-04-2022 19:18
user_4301,I hate this,negative,1965,252,iPhone,Australia,01-10-2022 01:05
user_7116,This is bad,negative,333,21,Android,India,27-03-2022 10:57
user_5618,This is a normal day,neutral,1496,7,MacOS,USA,06-10-2022 06:57
user_4145,Super excited,positive,701,78,Web App,UAE,29-05-2023 03:43
user_1880,Terrible experience,negative,1455,388,iPhone,India,06-10-2022 13:02
user_5043,Amazing experience,positive,1985,436,Android,Singapore,13-05-2022 17:30
user_4624,Feeling happy today,positive,1890,123,Web App,UK,12-08-2023 10:52
user_6786,It is raining outside,neutral,1756,434,iPhone,UAE,26-03-2022 04:10
user_8092,I saw a car today,neutral,1970,189,MacOS,Germany,24-03-2023 21:46
user_9370,Super excited,positive,632,341,Web App,India,08-01-2022 14:37
user_4085,This made my day,positive,312,441,Windows,Singapore,20-02-2022 19:12
user_4035,I am going to work,neutral,1909,170,MacOS,Canada,30-03-2023 13:06
user_3316,I enjoyed this a lot,positive,1288,201,Windows,Canada,02-06-2022 15:50
user_9189,This is bad,negative,1617,498,MacOS,UK,04-10-2022 06:46
user_6934,What a wonderful moment,positive,1816,92,Android,India,07-10-2022 18:02
user_6220,Worst moment ever,negative,1991,132,Windows,Singapore,20-08-2023 15:48
user_9245,It is raining outside,neutral,783,313,Web App,Germany,23-05-2023 16:46
user_8377,This is bad,negative,580,437,Web App,USA,18-04-2023 00:51
user_2515,I love this,positive,1928,433,MacOS,UK,18-01-2022 17:17
user_1725,I saw a car today,neutral,736,101,Web App,Australia,18-02-2022 20:55
user_1587,Nothing much happening,neutral,430,267,Windows,Canada,12-11-2023 21:47
user_5734,I hate this,negative,688,345,Windows,UAE,08-04-2022 14:36
user_5814,Nothing much happening,neutral,1115,319,Windows,India,03-11-2023 07:50
user_9927,I am reading a book,neutral,1374,436,Windows,USA,29-06-2022 00:32
user_2783,I am going to work,neutral,1924,181,MacOS,Canada,13-11-2022 02:20
user_2015,I enjoyed this a lot,positive,352,58,MacOS,UAE,24-01-2022 01:52
user_7540,I disliked this a lot,negative,1691,169,iPhone,Canada,09-04-2022 21:24
user_7907,This made my day,positive,202,434,Web App,Canada,15-01-2023 18:31
user_3093,Scrolling through my phone,neutral,236,5,iPhone,Australia,23-01-2022 13:01
user_5039,Absolutely horrible,negative,708,41,iPhone,India,21-02-2022 09:17
user_6232,Never recommended,negative,726,0,Web App,USA,24-01-2023 08:15
user_7285,Not happy at all,negative,214,91,iPhone,India,01-04-2023 15:40
user_3527,I saw a car today,neutral,1890,405,MacOS,USA,30-04-2022 16:34
user_9384,This is great,positive,629,368,Web App,Germany,18-01-2022 06:16
user_1972,This ruined my day,negative,656,20,Web App,Singapore,14-05-2022 22:08
user_9261,This ruined my day,negative,929,374,Web App,Canada,03-01-2022 03:54
user_5881,Nothing much happening,neutral,1527,2,MacOS,Australia,30-03-2022 22:33
user_3677,Just sitting here,neutral,1147,276,Android,Australia,08-04-2022 14:10
user_3612,I ate breakfast,neutral,1005,269,MacOS,India,10-01-2023 03:03
user_6732,I love this,positive,1802,111,iPhone,Germany,20-05-2023 17:25
user_3951,Terrible experience,negative,919,345,iPhone,UK,24-04-2022 02:32
user_1575,This made my day,positive,846,241,Windows,Canada,22-03-2022 12:36
user_1184,Never recommended,negative,1976,244,iPhone,UAE,28-04-2022 21:57
user_8266,This ruined my day,negative,1359,243,iPhone,USA,17-01-2022 08:35
user_9694,Not happy at all,negative,1013,202,Windows,Australia,01-11-2022 14:18
user_6752,I ate breakfast,neutral,550,221,iPhone,Singapore,26-09-2022 21:14
user_4731,I disliked this a lot,negative,1910,491,MacOS,Germany,30-12-2022 18:28
user_5431,Amazing experience,positive,1530,499,Web App,India,11-07-2022 02:29
user_5915,This made my day,positive,1018,478,Web App,Canada,27-05-2022 14:39
user_9947,I saw a car today,neutral,1477,342,Windows,India,01-06-2022 20:04
user_1609,I ate breakfast,neutral,1093,257,Web App,India,26-09-2023 12:40
user_4721,What a wonderful moment,positive,1156,367,Web App,Australia,30-07-2022 03:26
user_4943,This is a normal day,neutral,1217,58,Android,Singapore,12-10-2022 12:13
user_8345,Feeling happy today,positive,1492,93,MacOS,UAE,29-11-2022 01:08
user_9406,Super excited,positive,618,327,MacOS,UAE,29-01-2022 17:46
user_2882,What a wonderful moment,positive,1077,217,Windows,UAE,03-01-2023 05:08
user_5854,Nothing much happening,neutral,49,337,Android,UK,12-09-2023 11:13
user_1753,I am reading a book,neutral,1598,158,Web App,India,30-06-2022 08:59
user_9364,Terrible experience,negative,1790,307,Web App,UK,18-05-2022 05:05
user_2765,I saw a car today,neutral,1731,242,iPhone,Germany,15-08-2022 05:41
user_9091,I disliked this a lot,negative,540,132,Web App,UAE,13-03-2022 17:17
user_1825,Feeling sad today,negative,45,236,Android,India,26-05-2022 12:15
user_7452,Highly recommended,positive,447,48,MacOS,Australia,20-02-2022 05:54
user_5631,Amazing experience,positive,60,465,Android,UK,29-07-2022 14:15
user_4788,Highly recommended,positive,1210,402,MacOS,USA,02-10-2022 08:29
user_3588,Not happy at all,negative,1626,366,iPhone,UAE,14-06-2022 19:24
user_5827,This made my day,positive,1424,244,iPhone,Singapore,04-01-2022 23:16
user_3459,This is bad,negative,895,277,MacOS,USA,06-07-2022 09:57
user_8921,Working on something,neutral,1592,434,Android,India,10-04-2023 15:14
user_2544,Just sitting here,neutral,1863,386,Windows,USA,12-07-2022 09:15
user_1631,This is bad,negative,413,147,iPhone,Singapore,09-09-2023 00:48
user_6602,Absolutely horrible,negative,422,191,Android,UAE,12-07-2022 10:03
user_1288,Scrolling through my phone,neutral,353,290,iPhone,UAE,18-05-2023 05:24
user_2438,Super excited,positive,1186,277,Web App,UAE,20-03-2023 07:27
